Index,Col1,Col2,Col3,Date,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25
,19359,29359,39359,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19360,29360,39360,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19361,29361,39361,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19362,29362,39362,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19363,29363,39363,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19364,29364,39364,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19365,29365,39365,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19366,29366,39366,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19367,29367,39367,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19368,29368,39368,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19369,29369,39369,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19370,29370,39370,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19371,29371,39371,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19372,29372,39372,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19373,29373,39373,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19374,29374,39374,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19375,29375,39375,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19376,29376,39376,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19377,29377,39377,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19378,29378,39378,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19379,29379,39379,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19380,29380,39380,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19381,29381,39381,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19382,29382,39382,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19383,29383,39383,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19384,29384,39384,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19385,29385,39385,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19386,29386,39386,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19387,29387,39387,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19388,29388,39388,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19389,29389,39389,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19390,29390,39390,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19391,29391,39391,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19392,29392,39392,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19393,29393,39393,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19394,29394,39394,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19395,29395,39395,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19396,29396,39396,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19397,29397,39397,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19398,29398,39398,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19399,29399,39399,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19400,29400,39400,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19401,29401,39401,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19402,29402,39402,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19403,29403,39403,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19404,29404,39404,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19405,29405,39405,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19406,29406,39406,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19407,29407,39407,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19408,29408,39408,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19409,29409,39409,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19410,29410,39410,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19411,29411,39411,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19412,29412,39412,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19413,29413,39413,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19414,29414,39414,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19415,29415,39415,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19416,29416,39416,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19417,29417,39417,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19418,29418,39418,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19419,29419,39419,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19420,29420,39420,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19421,29421,39421,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19422,29422,39422,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19423,29423,39423,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19424,29424,39424,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19425,29425,39425,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19426,29426,39426,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19427,29427,39427,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19428,29428,39428,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19429,29429,39429,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19430,29430,39430,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19431,29431,39431,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19432,29432,39432,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19433,29433,39433,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19434,29434,39434,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19435,29435,39435,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19436,29436,39436,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19437,29437,39437,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19438,29438,39438,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19439,29439,39439,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19440,29440,39440,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19441,29441,39441,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19442,29442,39442,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19443,29443,39443,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19444,29444,39444,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19445,29445,39445,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19446,29446,39446,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19447,29447,39447,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19448,29448,39448,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19449,29449,39449,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19450,29450,39450,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19451,29451,39451,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19452,29452,39452,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19453,29453,39453,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19454,29454,39454,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19455,29455,39455,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19456,29456,39456,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19457,29457,39457,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19458,29458,39458,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19459,29459,39459,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19460,29460,39460,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19461,29461,39461,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19462,29462,39462,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19463,29463,39463,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19464,29464,39464,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19465,29465,39465,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19466,29466,39466,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19467,29467,39467,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19468,29468,39468,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19469,29469,39469,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19470,29470,39470,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19471,29471,39471,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19472,29472,39472,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19473,29473,39473,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19474,29474,39474,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19475,29475,39475,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19476,29476,39476,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19477,29477,39477,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19478,29478,39478,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19479,29479,39479,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19480,29480,39480,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19481,29481,39481,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19482,29482,39482,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19483,29483,39483,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19484,29484,39484,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19485,29485,39485,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19486,29486,39486,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19487,29487,39487,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19488,29488,39488,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19489,29489,39489,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19490,29490,39490,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19491,29491,39491,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19492,29492,39492,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19493,29493,39493,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19494,29494,39494,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19495,29495,39495,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19496,29496,39496,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19497,29497,39497,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19498,29498,39498,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19499,29499,39499,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19500,29500,39500,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19501,29501,39501,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19502,29502,39502,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19503,29503,39503,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19504,29504,39504,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19505,29505,39505,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19506,29506,39506,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19507,29507,39507,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19508,29508,39508,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19509,29509,39509,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19510,29510,39510,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19511,29511,39511,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19512,29512,39512,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19513,29513,39513,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19514,29514,39514,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19515,29515,39515,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19516,29516,39516,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19517,29517,39517,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19518,29518,39518,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19519,29519,39519,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19520,29520,39520,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19521,29521,39521,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19522,29522,39522,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19523,29523,39523,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19524,29524,39524,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19525,29525,39525,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19526,29526,39526,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19527,29527,39527,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19528,29528,39528,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19529,29529,39529,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19530,29530,39530,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19531,29531,39531,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19532,29532,39532,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19533,29533,39533,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19534,29534,39534,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19535,29535,39535,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19536,29536,39536,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19537,29537,39537,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19538,29538,39538,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19539,29539,39539,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19540,29540,39540,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19541,29541,39541,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19542,29542,39542,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19543,29543,39543,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19544,29544,39544,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19545,29545,39545,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19546,29546,39546,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19547,29547,39547,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19548,29548,39548,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19549,29549,39549,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19550,29550,39550,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19551,29551,39551,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19552,29552,39552,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,19553,29553,39553,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19554,29554,39554,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19555,29555,39555,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19556,29556,39556,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19557,29557,39557,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19558,29558,39558,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19559,29559,39559,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19560,29560,39560,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19561,29561,39561,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19562,29562,39562,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19563,29563,39563,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19564,29564,39564,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19565,29565,39565,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19566,29566,39566,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19567,29567,39567,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19568,29568,39568,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19569,29569,39569,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19570,29570,39570,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19571,29571,39571,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19572,29572,39572,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19573,29573,39573,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19574,29574,39574,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19575,29575,39575,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19576,29576,39576,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19577,29577,39577,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19578,29578,39578,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19579,29579,39579,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19580,29580,39580,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19581,29581,39581,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19582,29582,39582,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19583,29583,39583,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19584,29584,39584,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19585,29585,39585,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19586,29586,39586,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19587,29587,39587,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19588,29588,39588,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19589,29589,39589,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19590,29590,39590,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19591,29591,39591,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19592,29592,39592,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19593,29593,39593,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19594,29594,39594,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19595,29595,39595,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19596,29596,39596,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19597,29597,39597,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19598,29598,39598,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19599,29599,39599,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19600,29600,39600,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19601,29601,39601,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19602,29602,39602,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19603,29603,39603,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19604,29604,39604,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19605,29605,39605,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19606,29606,39606,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19607,29607,39607,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19608,29608,39608,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19609,29609,39609,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19610,29610,39610,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19611,29611,39611,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19612,29612,39612,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19613,29613,39613,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19614,29614,39614,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19615,29615,39615,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19616,29616,39616,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19617,29617,39617,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19618,29618,39618,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19619,29619,39619,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19620,29620,39620,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19621,29621,39621,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19622,29622,39622,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19623,29623,39623,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19624,29624,39624,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19625,29625,39625,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19626,29626,39626,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19627,29627,39627,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19628,29628,39628,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19629,29629,39629,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19630,29630,39630,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19631,29631,39631,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19632,29632,39632,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19633,29633,39633,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19634,29634,39634,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19635,29635,39635,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19636,29636,39636,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19637,29637,39637,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19638,29638,39638,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19639,29639,39639,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19640,29640,39640,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19641,29641,39641,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19642,29642,39642,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19643,29643,39643,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19644,29644,39644,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19645,29645,39645,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19646,29646,39646,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19647,29647,39647,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19648,29648,39648,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19649,29649,39649,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19650,29650,39650,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19651,29651,39651,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19652,29652,39652,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19653,29653,39653,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19654,29654,39654,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19655,29655,39655,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19656,29656,39656,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19657,29657,39657,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19658,29658,39658,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19659,29659,39659,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19660,29660,39660,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19661,29661,39661,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19662,29662,39662,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19663,29663,39663,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19664,29664,39664,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19665,29665,39665,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19666,29666,39666,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19667,29667,39667,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19668,29668,39668,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19669,29669,39669,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19670,29670,39670,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19671,29671,39671,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19672,29672,39672,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19673,29673,39673,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19674,29674,39674,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19675,29675,39675,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19676,29676,39676,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19677,29677,39677,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19678,29678,39678,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19679,29679,39679,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19680,29680,39680,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19681,29681,39681,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19682,29682,39682,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19683,29683,39683,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19684,29684,39684,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19685,29685,39685,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19686,29686,39686,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19687,29687,39687,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19688,29688,39688,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19689,29689,39689,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19690,29690,39690,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19691,29691,39691,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19692,29692,39692,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19693,29693,39693,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19694,29694,39694,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19695,29695,39695,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19696,29696,39696,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19697,29697,39697,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19698,29698,39698,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19699,29699,39699,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19700,29700,39700,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19701,29701,39701,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19702,29702,39702,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19703,29703,39703,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19704,29704,39704,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19705,29705,39705,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19706,29706,39706,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19707,29707,39707,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19708,29708,39708,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19709,29709,39709,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19710,29710,39710,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19711,29711,39711,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19712,29712,39712,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19713,29713,39713,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,19714,29714,39714,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
