"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C12284608","Verify that when user clicks on the Update git status option after Commiting the change of a tracked asset the GitHub Status changes from """"Tracked, Modified locally"""" to Tracked","Dinesh Babu","12/19/2022 7:26 AM","","1. The GitHub Status of the asset should be changed from """"Tracked, Modified locally"""" to Tracked","","GitHub","Dinesh Babu","1. Tracked asset is locally modified and Update git status is clicked","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GitHub
4. Click on Commit to Repo from GitHub icon
5. Commit the changes to GitHub
6. Click on the Update git status option uner Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284609","Verify that when user clicks on the Update git status option after doing Pull from GitHub the GitHub Status of the assets that are modified remotely changes from """"Tracked, Modified Remotely"""" to Tracked","Dinesh Babu","12/19/2022 7:26 AM","","1. The GitHub Status of the asset should be changed from """"Tracked, Modified Remotely"""" to Tracked","","GitHub","Dinesh Babu","1. Tracked asset is remotely modified and Update git status is clicked","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GitHub
4. Click on Pull from Repo from GitHub icon
5. Click on the Update git status option uner Github icon","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","1/24/2023 3:06 PM"
"C12284610","Verify that when user clicks on the Update git status option after doing Pull from GitHub the GitHub Status of the assets that are having conflicts changes from """"Tracked, Conflict"""" to Tracked","Dinesh Babu","12/19/2022 7:26 AM","","1. The GitHub Status of the asset should be changed from """"Tracked, Conflict"""" to Tracked","","GitHub","Dinesh Babu","1. Tracked asset is locally and remotely modified and Update git status is clicked","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GitHub
4. Click on Pull from Repo from GitHub icon
5. Resolve the Conflicts
6. Click on the Update git status option uner Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284611","Verify that Update git status option is displayed when user clicks on the Github icon in the project","Dinesh Babu","12/19/2022 7:26 AM","","1. Update git status option should be displayed","","GitHub","Dinesh Babu","GHES","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GitHub
4. Click on the Github icon on top right of project","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284612","Verify that by default the git status column have Tracked, Untracked, Added, Removed","Dinesh Babu","12/19/2022 7:26 AM","","1. The assets github status should be Tracked, Untracked, Added, Removed","","GitHub","Dinesh Babu","GHES","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284613","Verify that when editing an asset the status of the asset either Tracked, Untracked, Added or Removed remains the same until Update git status is clicked","Dinesh Babu","12/19/2022 7:26 AM","","1. The status of the assets remain unchanged","","GitHub","Dinesh Babu","GHES","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Edit an asset tracked by GHES
5. Refresh the project","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284614","Verify that when clicking on the Update git status the GitHub Status of the assets which are not modified remains the same as either Tracked, Untracked, Added or Removed","Dinesh Babu","12/19/2022 7:26 AM","","1. The status of the assets remain unchanged","","GitHub","Dinesh Babu","GHES","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Click on the Update git status option under Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284615","Verify that when clicking on the Update git status option the github status of all the tracked assets in the project that are locally modified are changed to """"Tracked, Modified locally""""","Dinesh Babu","12/19/2022 7:26 AM","","1. The github status of all the tracked assets that are locally modied are changed to """"Tracked, Modified locally""""","","GitHub","Dinesh Babu","GHES
1. Some of tracked assets in the project are locally modified","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Edit few assets tracked by GHES
5. Clickon the Update git status option under Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284616","Verify that when clicking on the Update git status option the github status of all the tracked assets in the project that are remotely modified are changed to """"Tracked, Modified Remotely""""","Dinesh Babu","12/19/2022 7:26 AM","","1. The github status of all the tracked assets that are locally modied are changed to """"Tracked, Modified Remotely""""","","GitHub","Dinesh Babu","GHES
1. Some of tracked assets in the project are remotely modified","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Edit few assets in the tracked by GHES
5. Clickon the Update git status option under Github icon","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","1/24/2023 3:08 PM"
"C12284617","Verify that when clicking on the Update git status option the github status of all the tracked assets in the project that are modified locally and remotely are changed to """"Tracked, Conflict""""","Dinesh Babu","12/19/2022 7:26 AM","","1. The github status of all the tracked assets that are modified locally and remotely are changed to """"Tracked, Conflict""""","","GitHub","Dinesh Babu","GHES
1.Some of tracked assets in the project are locally and remotely modified","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Edit few assets tracked by git in GHES
5. Clickon the Update git status option under Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284618","Verify that the Github status remains Untracked when clicking on the Update git status optioin after editing the untracked asset in the project","Dinesh Babu","12/19/2022 7:27 AM","","1. The GHES Status of the untracked assets that are modified should display as Untracked","","GitHub","Dinesh Babu","GHES
1. Some of untracked assets in the project are modified","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Edit assets untracked by GHES
5. Clickon the Update git status option under Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284619","Verify that when user clicks on the Update git status option after Commiting the change of a tracked asset the GHES Status changes from """"Tracked, Modified locally"""" to Tracked","Dinesh Babu","12/19/2022 7:27 AM","","1. The GHES Status of the asset should be changed from """"Tracked, Modified locally"""" to Tracked","","GitHub","Dinesh Babu","GHES
1. Tracked asset is locally modified and Update git status is clicked","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Click on Commit to Repo from GitHub icon
5. Commit the changes to GHES
6. Click on the Update git status option uner Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12284620","Verify that when user clicks on the Update git status option after doing Pull from GitHub the GHES Status of the assets that are modified remotely changes from """"Tracked, Modified Remotely"""" to Tracked","Dinesh Babu","12/19/2022 7:27 AM","","1. The GHES Status of the asset should be changed from """"Tracked, Modified Remotely"""" to Tracked","","GitHub","Dinesh Babu","GHES
1. Tracked asset is remotely modified and Update git status is clicked","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Click on Pull from Repo from GitHub icon
5. Click on the Update git status option uner Github icon","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","1/24/2023 3:07 PM"
"C12284621","Verify that when user clicks on the Update git status option after doing Pull from GitHub the GHES Status of the assets that are having conflicts changes from """"Tracked, Conflict"""" to Tracked","Dinesh Babu","12/19/2022 7:27 AM","","1. The GHES Status of the asset should be changed from """"Tracked, Conflict"""" to Tracked","","GitHub","Dinesh Babu","GHES
1. Tracked asset is locally and remotely modified and Update git status is clicked","Medium","STU-561","4.31.2.0","STU-561: [CI/CD] [CDPQ 23/24] Show Local Modified in GitHub Status","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project linked to GHES
4. Click on Pull from Repo from GitHub icon
5. Resolve the Conflicts
6. Click on the Update git status option uner Github icon","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295655","Verify that branch is successfully checked out to an empty project when Hard Reset checkbox is unchecked","Dinesh Babu","1/11/2023 2:28 AM","","1. Branch should be successfully checked out","14s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295656","Verify that branch is successfully checked out to an empty project when Hard Reset checkbox is checked","Dinesh Babu","1/11/2023 2:28 AM","","1. Branch should be successfully checked out","7s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295657","Verify user is able to checkout a branch from different repo and all the tracked and untracked files including conflict assets are discarded when Hard Reset and Discard Untracked Files checkbox is enabled","Dinesh Babu","1/11/2023 2:28 AM","","1. All the tracked and untracked files are discarded
2. Newly chosen repo/branch should be checked out","25s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select a different repo and branch
5. Select Hard Reset checkbox
6. Select Discard Untracked files checkbox
7. Hit Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295658","Verify that in a project with only untracked files by selecting Hard Reset and Discard Untracked Files checkbox and checking out the branch the untracked files are discarded","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files are discarded","14s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select Discard Untracked files checkbox
6. Select the Repo and branch
7. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295659","Verify that in a project with only untracked files by selecting Hard Reset alone checkbox and checking out the branch the untracked files are not discarded","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files are not discarded","21s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select the Repo and branch
6. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295660","Verify that all the git tracked files in the project without conflicts are discarded when Hard Reset checkbox is not selected","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files if any are not discarded
3. Previously tracked files are discarded","25s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select the Repo and branch
5. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295661","Verify that all the git tracked files in the project without conflicts are discarded when Hard Reset checkbox is selected","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files if any are not discarded
3. Previously tracked files are discarded","17s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select the Repo and branch
6. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295662","Verify that all the git tracked files in the project without conflicts are discarded when Hard Reset and Discard Untracked Files checkbox is selected","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. Previously tracked and untracked files if any are discarded","15s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select Discard Untracked files checkbox
6. Select the Repo and branch
7. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295663","Verify that all the git tracked files in the project with conflicts are not discarded when Hard Reset checkbox is not selected","Dinesh Babu","1/11/2023 2:28 AM","","1. Aborting checkout since the following assets have uncommitted changes:Error message is displayed
2. All the files in the project are not discarded","61s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select the Repo and branch
5. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295664","Verify that all the git tracked files in the project with conflicts are discarded when Hard Reset checkbox is selected","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files if any are not discarded
3. Previously tracked files are discarded","65s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select the Repo and branch
6. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295665","Verify that all the git tracked files in the project with conflicts are discarded when Hard Reset and Discard Untracked Files checkbox is selected","Dinesh Babu","1/11/2023 2:28 AM","","1. The selected Repo/branch is successfully checked out
2. Previously tracked and untracked files if any are discarded","47s","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select Discard Untracked files checkbox
6. Select the Repo and branch
7. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12295666","GHES: Verify that branch is successfully checked out to an empty project when Hard Reset checkbox is unchecked","Dinesh Babu","1/11/2023 2:28 AM","","1. Branch should be successfully checked out","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295667","GHES: Verify that branch is successfully checked out to an empty project when Hard Reset checkbox is checked","Dinesh Babu","1/11/2023 2:28 AM","","1. Branch should be successfully checked out","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295668","GHES: Verify user is able to checkout a branch from different repo and all the tracked and untracked files including conflict assets are discarded when Hard Reset and Discard Untracked Files checkbox is enabled","Dinesh Babu","1/11/2023 2:28 AM","","1. All the tracked and untracked files are discarded
2. Newly chosen repo/branch should be checked out","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select a different repo and branch
5. Select Hard Reset checkbox
6. Select Discard Untracked files checkbox
7. Hit Checkout button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295669","GHES: Verify that in a project with only untracked files by selecting Hard Reset and Discard Untracked Files checkbox and checking out the branch the untracked files are discarded","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files are discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select Discard Untracked files checkbox
6. Select the Repo and branch
7. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295670","GHES: Verify that in a project with only untracked files by selecting Hard Reset alone checkbox and checking out the branch the untracked files are not discarded","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files are not discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select the Repo and branch
6. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295671","GHES: Verify that all the git tracked files in the project without conflicts are discarded when Hard Reset checkbox is not selected","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files if any are not discarded
3. Previously tracked files are discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select the Repo and branch
5. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295672","GHES: Verify that all the git tracked files in the project without conflicts are discarded when Hard Reset checkbox is selected","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files if any are not discarded
3. Previously tracked files are discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select the Repo and branch
6. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295673","GHES: Verify that all the git tracked files in the project without conflicts are discarded when Hard Reset and Discard Untracked Files checkbox is selected","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. Previously tracked and untracked files if any are discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select Discard Untracked files checkbox
6. Select the Repo and branch
7. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295674","GHES: Verify that all the git tracked files in the project with conflicts are not discarded when Hard Reset checkbox is not selected","Dinesh Babu","1/11/2023 2:29 AM","","1. Asset in project not from repo Error message is displayed
2. All the files in the project are not discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select the Repo and branch
5. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295675","GHES: Verify that all the git tracked files in the project with conflicts are discarded when Hard Reset checkbox is selected","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. All the untracked files if any are not discarded
3. Previously tracked files are discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select the Repo and branch
6. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12295676","GHES: Verify that all the git tracked files in the project with conflicts are discarded when Hard Reset and Discard Untracked Files checkbox is selected","Dinesh Babu","1/11/2023 2:29 AM","","1. The selected Repo/branch is successfully checked out
2. Previously tracked and untracked files if any are discarded","","GitHub","Pavan V","","Low","STU-1753","4.32","STU-1753: Additional git option to overwrite all tracked files (forced pull) [UI]","","1. Navigate to Manager page
2. Click on the dropdown of a project space
3. Click on Project dropdown and select Checkout Github Repository
4. Select Hard Reset checkbox
5. Select Discard Untracked files checkbox
6. Select the Repo and branch
7. Hit Checkout","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12283830","Verify that GitHub Deauthentication button is displayed in the User Profile pop if the user is authenticated to Github","Dinesh Babu","11/17/2022 10:07 AM","","1. GitHub Username and Login details should be displayed
2. GitHub Deauthentication button should be displayed","18s","GitHub","Pavan V","User connected to GitHub","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12283831","Verify that user is able to Deauthenticate from GitHub by clicking the GitHub Deauthentication button","Dinesh Babu","11/17/2022 10:07 AM","","1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed","22s","GitHub","Naveen Kumar","User connected to GitHub","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12283832","Verify that Error Authenticate with GitHub is displayed when trying to do any Git operations on project connected to Github after clicking GitHub Deauthentication button","Dinesh Babu","11/17/2022 10:07 AM","","1. Error message """"Authenticate with GitHub"""" should be displayed","427s","GitHub","Naveen Kumar","User connected to GitHub","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button
5. Navigate to Project that is connected to GitHub
6. Add/remove/update an asset and Commit to Github","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12283833","Verfiy that GitHub Deauthentication works for all types of users","Dinesh Babu","11/17/2022 10:07 AM","","1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed","452s","GitHub","Naveen Kumar","","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12283834","Verify that by clicking the GitHub Deauthentication button user is able to Deauthenticate from GitHub only on the current org","Dinesh Babu","11/17/2022 10:07 AM","","On Org 1
1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed
On Org 2
1. GitHub Username and Login details should be displayed
2. GitHub Deauthentication button should be displayed
3. GitHub Authentication button should not be displayed","454s","GitHub","Naveen Kumar","1. User connected to GitHub on Org 1&2
2. User on Org 1","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button
5. Select the Org 2
6. Click on the User name
7. Click on the User Profile","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C12283835","Verify that when user connected to Github and GHES on two differenct orgs, by clicking the GitHub Deauthentication button user is able to Deauthenticate from GitHub only on the current org","Dinesh Babu","11/17/2022 10:07 AM","","On Org 1
1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed
On Org 2
1. GitHub Username and Login details should be displayed
2. GitHub Deauthentication button should be displayed
3. GitHub Authentication button should not be displayed","","GitHub","Dinesh Babu","1. User connected to GitHub on Org 1 and GHES on Org 2
2. User on Org 1","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button
5. Select the Org 2
6. Click on the User name
7. Click on the User Profile","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","11/17/2022 10:07 AM"
"C12283836","GHES:Verify that GitHub Deauthentication button is displayed in the User Profile pop if the user is authenticated to Github","Dinesh Babu","11/17/2022 10:07 AM","","1. GitHub Username and Login details should be displayed
2. GitHub Deauthentication button should be displayed","","GitHub","Naveen Kumar","User connected to GHES","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C12283837","GHES:Verify that user is able to Deauthenticate from GitHub by clicking the GitHub Deauthentication button","Dinesh Babu","11/17/2022 10:07 AM","","1. GitHub Username and Login details should not be displayed
2. GitHub Deauthentication button should not be displayed
3. GitHub Authentication button should be displayed","","GitHub","Naveen Kumar","User connected to GHES","Medium","STU-1520","4.31.1.0","STU-1520: Implement deauth on UI manager","","1. Navigate to Manager page
2. Click on the User name
3. Click on the User Profile
4. Click on the GitHub Deauthentication button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
